,ItemNumber,Category,CategoryName,ItemDescription,BottleVolume(ml),Proof,Imported,Type
9774,969650,1081390.0,imported schnapps,dr. mcgillicuddy's mentholmint pet,750.0,44.0,imported,schnapps
9775,40309,1031110.0,low proof vodka,a+ lychee & goji berry,750.0,80.0,domestic,vodka
9776,902958,1012100.0,canadian whiskies,canadian hunter whisky p.e.t.,750.0,86.0,domestic,whiskey
9777,16186,1011400.0,tennessee whiskies,j.w. dant 100 prf bond bourbon,750.0,86.0,domestic,whiskey
9778,905206,1041100.0,american dry gins,yahara bay gin,100.0,84.0,domestic,gin
9779,902924,1011200.0,straight bourbon whiskies,bernheim original wheat whiskey dno,750.0,86.0,domestic,whiskey
9780,901309,1012200.0,scotch whiskies,glenrothes 1995,750.0,86.0,domestic,whiskey
9781,901928,1031200.0,american flavored vodka,deep eddy sweet tea vodka,1000.0,80.0,domestic,vodka
9782,944518,1062200.0,puerto rico & virgin islands rum,cruzan aged light rum,1750.0,80.0,domestic,rum
9783,914001,1032080.0,imported vodka,ciroc,200.0,80.0,imported,vodka
9784,927505,,,son of bourye,750.0,92.0,imported,vodka
9785,48361,1081700.0,distilled spirits specialty,kelt vsop,750.0,80.0,domestic,other
9786,10621,1012100.0,canadian whiskies,canadian club whisky,603.0,86.0,domestic,whiskey
9787,41340,1031200.0,american flavored vodka,burnett's vanilla,750.0,80.0,domestic,vodka
9788,966059,1082900.0,misc. imported cordials & liqueurs,nuvo red velvet,750.0,42.0,imported,liqueur
9789,903772,1022100.0,mixto tequila,herradura seleccion suprema tequila,750.0,80.0,domestic,tequila
9790,904728,1011100.0,blended whiskies,mccormick blended whiskey,375.0,86.0,domestic,whiskey
9791,904605,1032080.0,imported vodka,sobieski vodka,1000.0,80.0,imported,vodka
9792,73540,1081900.0,misc. american cordials & liqueurs,john dekuyper rouge,750.0,42.0,domestic,liqueur
9793,901451,1012200.0,scotch whiskies,auchentoshan,50.0,86.0,domestic,whiskey
9794,89459,1022100.0,mixto tequila,kah extra anejo,750.0,80.0,domestic,tequila
9795,901684,1012200.0,scotch whiskies,benrinnes,375.0,86.0,domestic,whiskey
9796,4982,1012210.0,single malt scotch,glenkinchie 12yr single malt scotch,750.0,86.0,domestic,whiskey
9797,35465,1032080.0,imported vodka,sobieski vanilla,1000.0,80.0,imported,vodka
9798,900471,1052010.0,imported grape brandies,grappa nebbiolo,750.0,80.0,imported,brandy
9799,901129,1052010.0,imported grape brandies,trimbach mirabelle brandy,375.0,80.0,imported,brandy
9800,900562,1012200.0,scotch whiskies,johnnie walker blue gift bottle ha,750.0,86.0,domestic,whiskey
9801,942907,1062310.0,spiced rum,seven tiki spiced rum,750.0,80.0,domestic,rum
9802,985898,1012100.0,canadian whiskies,snake river stampede,750.0,86.0,domestic,whiskey
9803,901148,1012200.0,scotch whiskies,tullibardine 20yr,1000.0,86.0,domestic,whiskey
9804,940597,1031200.0,american flavored vodka,new amsterdam red berry vodka,200.0,80.0,domestic,vodka
9805,901213,1081900.0,misc. american cordials & liqueurs,yahara bay crancello,200.0,42.0,domestic,liqueur
9806,41029,1031200.0,american flavored vodka,360 double chocolate,375.0,80.0,domestic,vodka
9807,902844,1082900.0,misc. imported cordials & liqueurs,sambuca di amore,750.0,42.0,imported,liqueur
9808,987085,1011300.0,single barrel bourbon whiskies,cedar ridge port cask finish barrel #2663,750.0,86.0,domestic,whiskey
9809,902678,1051010.0,american grape brandies,paul masson vsop brandy,375.0,80.0,domestic,brandy
9810,904390,1041100.0,american dry gins,letherbee gin,750.0,84.0,domestic,gin
9811,64448,1082900.0,misc. imported cordials & liqueurs,berentzen pear liqueur,750.0,42.0,imported,liqueur
9812,994993,1011100.0,blended whiskies,77 whiskey new york wheat,750.0,86.0,domestic,whiskey
9813,33206,1041150.0,flavored gins,seagram's grape twisted gin,750.0,84.0,domestic,gin
9814,4973,1012210.0,single malt scotch,glendronach 12yr original,750.0,86.0,domestic,whiskey
9815,903088,1022100.0,mixto tequila,el conquistador anejo tequila,750.0,80.0,domestic,tequila
9816,901120,1081030.0,coffee liqueurs,patron xo cafe,1750.0,42.0,domestic,liqueur
9817,902748,,,hiram walker creme de cassis,750.0,30.0,imported,vodka
9818,905310,1031080.0,vodka 80 proof,yahara bay vodka,50.0,80.0,domestic,vodka
9819,988018,1022100.0,mixto tequila,lunazul blanco tequila,750.0,80.0,domestic,tequila
9820,15997,1012210.0,single malt scotch,penderyn single malt welsh whiskey,750.0,86.0,domestic,whiskey
9821,900801,1012200.0,scotch whiskies,blair athol cask,750.0,86.0,domestic,whiskey
9822,933692,1032200.0,imported flavored vodka,belvedere mango passion,750.0,80.0,imported,vodka
9823,901023,1012200.0,scotch whiskies,isle of arran,50.0,86.0,domestic,whiskey
9824,27505,1701100.0,temporary & specialty packages,high west bourye,750.0,80.0,domestic,other
9825,815,1701100.0,temporary & specialty packages,woodford reserve mc aged rye,375.0,80.0,domestic,other
9826,901569,1011200.0,straight bourbon whiskies,elijah craig full barrel program 12yr,750.0,86.0,domestic,whiskey
9827,940991,1031200.0,american flavored vodka,smirnoff melon,1000.0,80.0,domestic,vodka
9828,33236,1041150.0,flavored gins,seagram's apple twisted gin,750.0,84.0,domestic,gin
9829,942898,1062300.0,flavored rum,rondiaz coconut rum,750.0,80.0,domestic,rum
9830,900631,1011600.0,straight rye whiskies,ha whistlepig boss hog v spirit of mauve,750.0,116.0,domestic,whiskey
9831,937742,1031080.0,vodka 80 proof,salute american vodka,750.0,80.0,domestic,vodka
9832,943183,1062300.0,flavored rum,bacardi rock coconut,750.0,80.0,domestic,rum
9833,901857,1012200.0,scotch whiskies,bunnahabhain,100.0,86.0,domestic,whiskey
9834,987648,1012210.0,single malt scotch,fettercairn 6yr,375.0,86.0,domestic,whiskey
9835,914508,1012100.0,canadian whiskies,royal canadian small batch,750.0,86.0,domestic,whiskey
9836,901096,1012200.0,scotch whiskies,laphroaig,100.0,86.0,domestic,whiskey
9837,903152,1012100.0,canadian whiskies,canadian club sherry cask,750.0,86.0,domestic,whiskey
9838,904622,1081900.0,misc. american cordials & liqueurs,hyde herbal liqueur,750.0,42.0,domestic,liqueur
9839,42102,1062200.0,puerto rico & virgin islands rum,atlantico reserva,750.0,80.0,domestic,rum
9840,902412,1052010.0,imported grape brandies,martell vs cognac,200.0,80.0,imported,brandy
9841,901725,1012200.0,scotch whiskies,bowmore scotch,100.0,86.0,domestic,whiskey
9842,901645,1701100.0,temporary & specialty packages,absolut w/ zing zang bloody mary mix,140000.0,80.0,domestic,other
9843,903191,1031200.0,american flavored vodka,seagram's wild grape vodka,375.0,80.0,domestic,vodka
9844,901911,1062200.0,puerto rico & virgin islands rum,pumpkin face 23,750.0,80.0,domestic,rum
9845,911341,1012100.0,canadian whiskies,seagrams vo canadian whiskey mini,50.0,86.0,domestic,whiskey
9846,901339,1012200.0,scotch whiskies,dailuaine 12yr,375.0,86.0,domestic,whiskey
9847,902402,1081900.0,misc. american cordials & liqueurs,hiram walker blue curacao 3pak,750.0,42.0,domestic,liqueur
9848,902490,1081900.0,misc. american cordials & liqueurs,phillips sno shoe grog,750.0,42.0,domestic,liqueur
9849,937526,1031080.0,vodka 80 proof,prairie organic vodka,750.0,80.0,domestic,vodka
9850,905500,1012200.0,scotch whiskies,buchanan 12yr scotch,1000.0,86.0,domestic,whiskey
9851,933291,1041200.0,flavored gin,seagram's red berry twisted gin,750.0,84.0,domestic,gin
9852,900861,1012200.0,scotch whiskies,benrinnes cask strength,1000.0,86.0,domestic,whiskey
9853,903780,1031100.0,american vodkas,smirnoff vodka 100prf,375.0,80.0,domestic,vodka
9854,901683,1012200.0,scotch whiskies,benrinnes,200.0,86.0,domestic,whiskey
9855,940826,1031200.0,american flavored vodka,skyy infusion ginger,750.0,80.0,domestic,vodka
9856,903245,1031200.0,american flavored vodka,smirnoff orange twist,375.0,80.0,domestic,vodka
9857,904710,1041100.0,american dry gins,new amsterdam gin,100.0,84.0,domestic,gin
9858,902463,1052010.0,imported grape brandies,larrensingle xo w/tin,750.0,80.0,imported,brandy
9859,904664,1012210.0,single malt scotch,hazelburn 12 yr,750.0,86.0,domestic,whiskey
9860,902725,1062200.0,puerto rico & virgin islands rum,ron matusalem clasico rum,750.0,80.0,domestic,rum
9861,41336,1031200.0,american flavored vodka,burnett's orange,750.0,80.0,domestic,vodka
9862,903367,1012210.0,single malt scotch,bruichladdich 10yr scotch,750.0,86.0,domestic,whiskey
9863,904917,1012210.0,single malt scotch,glenlivet nadurra triumph 1991,750.0,86.0,domestic,whiskey
9864,81180,1081300.0,american cordials & liqueur,mr. boston peppermint schnapps(dno),1000.0,42.0,domestic,liqueur
9865,987266,1022100.0,mixto tequila,casa noble crystal(blanco),750.0,80.0,domestic,tequila
9866,904708,1071100.0,cocktails /rtd,tgi friday's blender strawberry daiquiri,1750.0,26.0,domestic,cocktails
9867,917084,1011200.0,straight bourbon whiskies,bulleit bourbon,375.0,86.0,domestic,whiskey
9868,42649,1062200.0,puerto rico & virgin islands rum,flor de cana centenario 18yr gold,750.0,80.0,domestic,rum
9869,901310,1012200.0,scotch whiskies,glenrothes alba reserve,750.0,86.0,domestic,whiskey
9870,933858,1032200.0,imported flavored vodka,kuhl cotton candy vodka,750.0,80.0,imported,vodka
9871,902236,1082900.0,misc. imported cordials & liqueurs,grande absente,750.0,42.0,imported,liqueur
9872,87862,1022100.0,mixto tequila,ixa tequila,750.0,80.0,domestic,tequila
9873,902279,1031200.0,american flavored vodka,seagram's wild grape vodka,750.0,80.0,domestic,vodka
9874,903182,1081600.0,whiskey liqueur,jeremiah sweet tea bourbon,750.0,86.0,domestic,whiskey
9875,902210,1062300.0,flavored rum,calico jack banana jack rum(dno),750.0,80.0,domestic,rum
9876,987956,1091000.0,american distilled spirits specialty,ole smoky butterscotch moonshine,750.0,40.0,domestic,whiskey
9877,901831,1011200.0,straight bourbon whiskies,smooth ambler old scout,750.0,86.0,domestic,whiskey
9878,901291,1012210.0,single malt scotch,ardbeg galileo,750.0,86.0,domestic,whiskey
9879,982746,1081380.0,miscellaneous schnapps,dekuyper berry fusion,750.0,44.0,domestic,schnapps
9880,936010,1032200.0,imported flavored vodka,three olives smores vodka,750.0,80.0,imported,vodka
9881,902699,1012100.0,canadian whiskies,canadian gold whisky,1750.0,86.0,domestic,whiskey
9882,943463,1071100.0,cocktails /rtd,don q mojito,1750.0,26.0,domestic,cocktails
9883,904841,1032080.0,imported vodka,effen raspberry vanilla vodka,750.0,80.0,imported,vodka
9884,27120,1011500.0,straight rye whiskies,wild turkey 81 rye,750.0,86.0,domestic,whiskey
9885,943208,1062400.0,spiced rum,bacardi oakheart,1750.0,80.0,domestic,rum
9886,918364,1011250.0,single barrel bourbon whiskies,four roses 2013 limited edition small batch,750.0,86.0,domestic,whiskey
9887,984550,1081340.0,root beer schnapps,phillips rootbeer schnapps 100 proof,750.0,44.0,domestic,schnapps
9888,980425,1081200.0,cream liqueurs,prichard's sweet lucy bourbon cream liqueur,750.0,35.0,domestic,liqueur
9889,904594,1012300.0,single malt scotch,powers 12yr irish whiskey,750.0,86.0,domestic,whiskey
9890,36297,1032080.0,imported vodka,zyr vodka,1750.0,80.0,imported,vodka
9891,904117,1701100.0,temporary & specialty packages,courvoisier vsop w/glass & bottle stopper ha,750.0,80.0,domestic,other
9892,901081,1012300.0,single malt scotch,irish single malt whiskey,750.0,86.0,domestic,whiskey
9893,904785,1081380.0,miscellaneous schnapps,mothers schnapps peppermint,750.0,44.0,domestic,schnapps
9894,902123,1012200.0,scotch whiskies,johnnie walker black (do not use),1750.0,86.0,domestic,whiskey
9895,902982,1011400.0,tennessee whiskies,old fitzgerald 100prf bonded bbn-dno,750.0,86.0,domestic,whiskey
9896,901363,1012200.0,scotch whiskies,craigellachie,200.0,86.0,domestic,whiskey
9897,903752,1082900.0,misc. imported cordials & liqueurs,alize rose,750.0,42.0,imported,liqueur
9898,980517,1012100.0,canadian whiskies,crown royal hand selected barrel #2548,750.0,86.0,domestic,whiskey
9899,904736,1011100.0,blended whiskies,mccormick blended whiskey,200.0,86.0,domestic,whiskey
9900,902765,1012100.0,canadian whiskies,canadian hunter whisky dno,750.0,86.0,domestic,whiskey
9901,926592,1011300.0,single barrel bourbon whiskies,george dickel 9yr barrel,750.0,103.0,domestic,whiskey
9902,927539,1011200.0,straight bourbon whiskies,prichard's double chocolate bourbon,750.0,86.0,domestic,whiskey
9903,901082,1012300.0,single malt scotch,irish single malt whiskey,375.0,86.0,domestic,whiskey
9904,901542,1012210.0,single malt scotch,balvenie 17yr doublewood dno,750.0,86.0,domestic,whiskey
9905,903756,1031200.0,american flavored vodka,uv blue raspberry minis,502.0,80.0,domestic,vodka
9906,901077,1012200.0,scotch whiskies,isle of jura,200.0,86.0,domestic,whiskey
9907,900299,1051150.0,miscellaneous  brandies,armagnac vintage 1973,375.0,80.0,domestic,brandy
9908,942485,1062300.0,flavored rum,malibu cranberry cherry,750.0,80.0,domestic,rum
9909,987880,1012200.0,scotch whiskies,braeval,750.0,80.0,domestic,whiskey
9910,933284,1041150.0,flavored gins,seagram's twisted peach gin,200.0,84.0,domestic,gin
9911,904532,1031200.0,american flavored vodka,square one cucumber vodka,750.0,80.0,domestic,vodka
9912,36097,1031080.0,vodka 80 proof,gilbey's vodka 80 prf,1000.0,80.0,domestic,vodka
9913,932216,1041100.0,american dry gins,seagram's distiller's reserve gin,750.0,84.0,domestic,gin
9914,987619,1022100.0,mixto tequila,espolon tequila blanco,750.0,80.0,domestic,tequila
9915,66860,1081900.0,misc. american cordials & liqueurs,stirrings apple liqueur,750.0,42.0,domestic,liqueur
9916,902980,,,jacquin's peach brandy,750.0,70.0,imported,vodka
9917,940661,1031200.0,american flavored vodka,skyy infusions coconut,750.0,80.0,domestic,vodka
9918,903884,1082900.0,misc. imported cordials & liqueurs,metaxa five star liqueur,750.0,42.0,imported,liqueur
9919,905475,1012200.0,scotch whiskies,glen elgin,200.0,86.0,domestic,whiskey
9920,904915,1011300.0,single barrel bourbon whiskies,white dog mash #1 whiskey,375.0,86.0,domestic,whiskey
9921,902968,1051110.0,blackberry brandies,leroux blackberry brandy,1750.0,80.0,domestic,brandy
9922,901049,1082900.0,misc. imported cordials & liqueurs,ginger liqueur,1000.0,42.0,imported,liqueur
9923,947816,1052010.0,imported grape brandies,courvoisier napoleon,750.0,80.0,imported,brandy
9924,933763,1032080.0,imported vodka,kru peach mango vodka,750.0,72.0,imported,vodka
9925,41912,1031200.0,american flavored vodka,ursus punch vodka,1000.0,80.0,domestic,vodka
9926,904945,1022100.0,mixto tequila,el mayor reposado,750.0,80.0,domestic,tequila
9927,902221,1031080.0,vodka 80 proof,3 vodka,750.0,80.0,domestic,vodka
9928,901393,1052010.0,imported grape brandies,calvados morin xo,750.0,80.0,imported,brandy
9929,941221,1031200.0,american flavored vodka,burnett's pomegranate,1750.0,80.0,domestic,vodka
9930,902053,1081365.0,tropical fruit schnapps,dekuyper luscious tropical pineapple schnapps,750.0,44.0,domestic,schnapps
9931,52311,1051010.0,american grape brandies,christian bros brandy mini,50.0,80.0,domestic,brandy
9932,987876,1012200.0,scotch whiskies,braeval,50.0,86.0,domestic,whiskey
9933,901069,1012300.0,single malt scotch,irish peated single malt whiskey,750.0,86.0,domestic,whiskey
9934,901212,1081900.0,misc. american cordials & liqueurs,yahara bay crancello,375.0,42.0,domestic,liqueur
9935,905634,1012200.0,scotch whiskies,mackinlays shackleton the journey,750.0,86.0,domestic,whiskey
9936,980507,1012100.0,canadian whiskies,crown royal hand selected barrel #2593,750.0,86.0,domestic,whiskey
9937,903885,1081010.0,american amaretto,dekuyper amaretto,750.0,40.0,domestic,liqueur
9938,904874,1012210.0,single malt scotch,old pulteney 15yr,750.0,86.0,domestic,whiskey
9939,51197,1052010.0,imported grape brandies,five star turtle,375.0,80.0,imported,brandy
9940,904867,1032080.0,imported vodka,stawski jazz premium vodka,750.0,80.0,imported,vodka
9941,933863,1032200.0,imported flavored vodka,kuhl hot cinnamon vodka,750.0,80.0,imported,vodka
9942,901202,1011200.0,straight bourbon whiskies,breaking and entering,750.0,86.0,domestic,whiskey
9943,990482,1052010.0,imported grape brandies,hennessy 250 collector blend ha,1000.0,80.0,imported,brandy
9944,941167,1031200.0,american flavored vodka,rain mango vodka,750.0,60.0,domestic,vodka
9945,901331,1012200.0,scotch whiskies,dailuaine 29yr,1000.0,86.0,domestic,whiskey
9946,904968,1071100.0,cocktails /rtd,kahlua rtd raspberry white russian,1750.0,26.0,domestic,cocktails
9947,936173,1032080.0,imported vodka,shpilka vodka,750.0,80.0,imported,vodka
9948,915950,1012200.0,scotch whiskies,compass box orangerie whiskey,750.0,86.0,domestic,whiskey
9949,901711,1012200.0,scotch whiskies,glen ord classic cask,750.0,86.0,domestic,whiskey
9950,987280,1022100.0,mixto tequila,casamigos blanco,750.0,80.0,domestic,tequila
9951,901209,1081900.0,misc. american cordials & liqueurs,yahara bay crancello,1750.0,42.0,domestic,liqueur
9952,989203,,,1800 reposado,200.0,80.0,imported,vodka
9953,900315,1012200.0,scotch whiskies,glen ord,375.0,86.0,domestic,whiskey
9954,904233,1011200.0,straight bourbon whiskies,phillips union cherry flavored whiskey,750.0,86.0,domestic,whiskey
9955,905305,1031080.0,vodka 80 proof,yahara bay vodka,1000.0,80.0,domestic,vodka
9956,46915,1062200.0,puerto rico & virgin islands rum,sammy's beach bar rum,750.0,80.0,domestic,rum
9957,902515,1052010.0,imported grape brandies,remy martin vs cognac,1750.0,80.0,imported,brandy
9958,942105,1031200.0,american flavored vodka,burnett's citrus vodka mini,50.0,80.0,domestic,vodka
9959,904805,1011200.0,straight bourbon whiskies,heaven hill old style green 6yr,750.0,86.0,domestic,whiskey
9960,904620,1031200.0,american flavored vodka,uv red(cherry) vodka,200.0,80.0,domestic,vodka
9961,903416,1041150.0,flavored gins,seagram lime twisted gin,375.0,84.0,domestic,gin
9962,904690,1012200.0,scotch whiskies,lauder''s scotch mini,600.0,86.0,domestic,whiskey
9963,989619,1022100.0,mixto tequila,sauza cien 100 anos reposado,1750.0,80.0,domestic,tequila
9964,904842,1081900.0,misc. american cordials & liqueurs,hiram walker kirschwasser,200.0,42.0,domestic,liqueur
9965,904601,1031200.0,american flavored vodka,uv red(cherry) vodka,375.0,80.0,domestic,vodka
9966,902579,1032080.0,imported vodka,van gogh vincent vodka,750.0,80.0,imported,vodka
9967,900733,1701100.0,temporary & specialty packages,ardbeg 10yr escape w/2 glasses ha,750.0,80.0,domestic,other
9968,902415,1012100.0,canadian whiskies,crown royal spec reserve,1750.0,86.0,domestic,whiskey
9969,903687,1052010.0,imported grape brandies,martell vs cognac,375.0,80.0,imported,brandy
9970,901912,1062200.0,puerto rico & virgin islands rum,pumpkin face white,750.0,80.0,domestic,rum
9971,901072,1012300.0,single malt scotch,irish peated single malt whiskey,100.0,86.0,domestic,whiskey
9972,8376,1012200.0,scotch whiskies,j. w. dant scotch,750.0,86.0,domestic,whiskey
9973,904130,1082900.0,misc. imported cordials & liqueurs,xtabentun,750.0,42.0,imported,liqueur
9974,964725,1032200.0,imported flavored vodka,ciroc amaretto,375.0,80.0,imported,vodka
9975,989875,1022100.0,mixto tequila,tarantula reposado,750.0,80.0,domestic,tequila
9976,41805,1031200.0,american flavored vodka,smirnoff vanilla,1750.0,80.0,domestic,vodka
9977,904098,1032080.0,imported vodka,level imported vodka dno,750.0,80.0,imported,vodka
9978,904887,1062300.0,flavored rum,don q mojito rum,1000.0,80.0,domestic,rum
9979,5339,1012200.0,scotch whiskies,johnnie walker black,1750.0,86.0,domestic,whiskey
9980,41414,1031200.0,american flavored vodka,burnett's pineapple,1000.0,80.0,domestic,vodka
9981,900316,1012200.0,scotch whiskies,glen ord,750.0,86.0,domestic,whiskey
9982,901036,1082900.0,misc. imported cordials & liqueurs,apricot grappa,1000.0,42.0,imported,liqueur
9983,901097,1012200.0,scotch whiskies,laphroaig,50.0,86.0,domestic,whiskey
9984,901452,1012200.0,scotch whiskies,auchentoshan,100.0,86.0,domestic,whiskey
9985,973579,1081900.0,misc. american cordials & liqueurs,crave chocolate truffle,750.0,42.0,domestic,liqueur
9986,902750,1022100.0,mixto tequila,margaritaville oro,1000.0,80.0,domestic,tequila
9987,901838,1081700.0,distilled spirits specialty,malibu w/dole pineapple juice giant tray pack,1750.0,80.0,domestic,other
9988,991176,1701100.0,temporary & specialty packages,johnnie walker collection pack ha,800.0,80.0,domestic,other
9989,967220,1081700.0,distilled spirits specialty,villa massa limoncello,750.0,80.0,domestic,other
9990,904010,1022100.0,mixto tequila,tanteo jalapeno tequila( do not use),750.0,80.0,domestic,tequila
9991,901297,1012200.0,scotch whiskies,glenrothes 1995,750.0,86.0,domestic,whiskey
9992,973704,1081600.0,whiskey liqueur,evan williams honey mini,500.0,86.0,domestic,whiskey
9993,901211,1081900.0,misc. american cordials & liqueurs,yahara bay crancello,750.0,42.0,domestic,liqueur
9994,3426,1701100.0,temporary & specialty packages,effen black cherry w/glass,750.0,80.0,domestic,other
9995,902212,1062300.0,flavored rum,calico jack pineapple coconut rum,750.0,80.0,domestic,rum
9996,901454,1012200.0,scotch whiskies,auchentoshan,375.0,86.0,domestic,whiskey
9997,88381,1022100.0,mixto tequila,rattlesnake tequila,1000.0,80.0,domestic,tequila
9998,2354,1701100.0,temporary & specialty packages,effen w/glass,750.0,80.0,domestic,other
9999,904783,1032080.0,imported vodka,vesica vodka,750.0,80.0,imported,vodka
10000,902021,1011200.0,straight bourbon whiskies,johnny drum private stock ksbw ha,750.0,86.0,domestic,whiskey
10001,42101,1062200.0,puerto rico & virgin islands rum,atlantico private cask,750.0,80.0,domestic,rum
10002,989519,1022100.0,mixto tequila,espolon anejo,750.0,80.0,domestic,tequila
10003,903994,1022100.0,mixto tequila,casa noble anejo,750.0,80.0,domestic,tequila
10004,903666,1012300.0,single malt scotch,jameson irish whiskey minis,603.0,86.0,domestic,whiskey
10005,915669,1012300.0,single malt scotch,jameson rarest vintage reserve ha,750.0,86.0,domestic,whiskey
10006,41178,1031200.0,american flavored vodka,burnett's sweet tea vodka,1000.0,80.0,domestic,vodka
10007,935415,1032080.0,imported vodka,purity vodka,750.0,80.0,imported,vodka
10008,905284,1012200.0,scotch whiskies,isle of jura 16 year  scotch,750.0,86.0,domestic,whiskey
10009,75881,1081700.0,distilled spirits specialty,margaritaville last mango,750.0,80.0,domestic,other
10010,904489,1062300.0,flavored rum,captain morgan tattoo,1750.0,80.0,domestic,rum
10011,901154,1082900.0,misc. imported cordials & liqueurs,wild rose liqueur,1000.0,42.0,imported,liqueur
10012,903555,1051110.0,blackberry brandies,leroux blackberry brandy,750.0,80.0,domestic,brandy
10013,901492,1012100.0,canadian whiskies,bison ridge canadian whisky 3yr,750.0,86.0,domestic,whiskey
10014,900212,1012200.0,scotch whiskies,caol ila 15yr,375.0,86.0,domestic,whiskey
10015,906316,1012210.0,single malt scotch,tomatin single malt 12yr,750.0,86.0,domestic,whiskey
10016,53128,1051010.0,american grape brandies,mr. boston five star brandy veq,1750.0,80.0,domestic,brandy
10017,901530,1051150.0,miscellaneous  brandies,calvados,1000.0,80.0,domestic,brandy
10018,935921,1032200.0,imported flavored vodka,pearl wedding cake vodk,750.0,80.0,imported,vodka
10019,915966,1012400.0,irish whiskies,"nikka taketsuru 17 yr, pure malt",750.0,86.0,domestic,whiskey
10020,41219,1031200.0,american flavored vodka,burnett's pear vodka,1000.0,80.0,domestic,vodka
10021,900630,1012200.0,scotch whiskies,glen garioch,1000.0,86.0,domestic,whiskey
10022,902954,1031200.0,american flavored vodka,charbay blood orange vodka,750.0,80.0,domestic,vodka
10023,904304,1012210.0,single malt scotch,glendronach 15yr pedro ximinez sherry pucheon,750.0,86.0,domestic,whiskey
10024,27185,1011200.0,straight bourbon whiskies,hudson new york corn,375.0,86.0,domestic,whiskey
10025,901762,1041100.0,american dry gins,phillips gin-ka,750.0,84.0,domestic,gin
10026,902512,1071100.0,cocktails /rtd,salvador's strawberry margarita,1750.0,26.0,domestic,cocktails
10027,41851,1031200.0,american flavored vodka,burnett's orange cream vodka,1000.0,80.0,domestic,vodka
10028,57026,1071100.0,cocktails /rtd,belles organics banana belle,1000.0,26.0,domestic,cocktails
10029,64525,1082900.0,misc. imported cordials & liqueurs,branca menta,750.0,42.0,imported,liqueur
10030,902331,1082900.0,misc. imported cordials & liqueurs,chambord liqueur,375.0,42.0,imported,liqueur
10031,964871,1082900.0,misc. imported cordials & liqueurs,drambuie scotch liqueur mini,50.0,42.0,imported,liqueur
10032,965817,1082900.0,misc. imported cordials & liqueurs,mathilde poires,750.0,36.0,imported,liqueur
10033,930853,,,letherbee gin,1000.0,80.0,imported,vodka
10034,901015,1012200.0,scotch whiskies,ardmore,200.0,86.0,domestic,whiskey
10035,900731,1011300.0,single barrel bourbon whiskies,jack daniel's single barrel holiday select,750.0,86.0,domestic,whiskey
10036,900836,1082900.0,misc. imported cordials & liqueurs,gentian aperitif,1750.0,42.0,imported,liqueur
10037,903220,1081300.0,american cordials & liqueur,arrow peppermint schnapps,200.0,42.0,domestic,liqueur
10038,901632,1012210.0,single malt scotch,auchentoshan classic,750.0,86.0,domestic,whiskey
10039,902239,1032080.0,imported vodka,tanqueray sterling vodka,750.0,80.0,imported,vodka
10040,902319,1012300.0,single malt scotch,power's gold,750.0,86.0,domestic,whiskey
10041,901071,1012300.0,single malt scotch,irish peated single malt whiskey,200.0,86.0,domestic,whiskey
10042,904876,1032080.0,imported vodka,stawski potato vodka,750.0,80.0,imported,vodka
10043,904472,1012210.0,single malt scotch,the dalmore gran reserva dno,750.0,86.0,domestic,whiskey
10044,905052,1062310.0,spiced rum,yahara bay rum,375.0,80.0,domestic,rum
10045,986676,1011300.0,single barrel bourbon whiskies,jack daniel tennessee honey,200.0,86.0,domestic,whiskey
10046,903860,1012210.0,single malt scotch,tullibardine 14yr,750.0,86.0,domestic,whiskey
10047,904575,1031080.0,vodka 80 proof,square one organic vodka,750.0,80.0,domestic,vodka
10048,4839,1012210.0,single malt scotch,dalmore cigar malt reserve,750.0,86.0,domestic,whiskey
10049,902875,1081210.0,creme de almond,hiram walker creme de noyaux(dno),750.0,42.0,domestic,liqueur
10050,901723,1012200.0,scotch whiskies,bowmore scotch,375.0,86.0,domestic,whiskey
10051,10900,1012100.0,canadian whiskies,forty creek double barrel,750.0,86.0,domestic,whiskey
10052,69664,1081390.0,imported schnapps,dr. mcgillicuddy's vanilla schnapps,375.0,44.0,imported,schnapps
10053,903084,1022100.0,mixto tequila,el conquistador blanco tequila dno,750.0,80.0,domestic,tequila
10054,5816,1012200.0,scotch whiskies,haig & haig pinch (dimple) 15 yr,750.0,86.0,domestic,whiskey
10055,904765,1032080.0,imported vodka,alchemia chocolate vodka,750.0,80.0,imported,vodka
10056,26596,1011300.0,single barrel bourbon whiskies,george dickel special barrel reserve,750.0,86.0,domestic,whiskey
10057,904726,1031200.0,american flavored vodka,uv pink lemonade vodka glass,375.0,80.0,domestic,vodka
10058,902545,1081015.0,imported amaretto,lazzaroni amaretto liqueur,750.0,42.0,imported,liqueur
10059,964083,1082900.0,misc. imported cordials & liqueurs,alize de france,750.0,42.0,imported,liqueur
10060,900213,1012200.0,scotch whiskies,caol ila 15yr,200.0,86.0,domestic,whiskey
10061,41333,1031200.0,american flavored vodka,burnett's vanilla,1000.0,80.0,domestic,vodka
10062,901098,1082900.0,misc. imported cordials & liqueurs,mango limes,1000.0,42.0,imported,liqueur
10063,901531,1051150.0,miscellaneous  brandies,calvados,750.0,80.0,domestic,brandy
10064,901710,1012200.0,scotch whiskies,aberlour classic cask,750.0,86.0,domestic,whiskey
10065,903650,1032080.0,imported vodka,absolut mandarin vodka,375.0,80.0,imported,vodka
